Date,Close,High,Low,Open,Volume,Pct_Change,upper_shadow_ratio,lower_shadow_ratio,price_diff_ratio,Vol_Pct_Change,RSI_7,RSI_14,DIF,DEA,MACD,^VIX
2018-05-04,157.28,157.64,153.57,153.68,41543200,1.9,0.09,0.03,0.02,-31.15,64.07,55.61,-0.05,-0.37,0.65,14.77
2018-05-07,158.59,159.1,157.89,158.02,32500200,0.83,0.43,0.1,0.0,-21.77,68.6,58.11,0.26,-0.25,1.02,14.75
2018-05-08,158.43,158.77,157.27,158.25,26040200,-0.1,0.23,0.66,0.0,-19.88,67.37,57.68,0.49,-0.1,1.17,14.71
2018-05-09,160.15,160.27,158.15,158.71,29122700,1.09,0.05,0.27,0.01,11.84,73.3,61.02,0.8,0.08,1.43,13.42
2018-05-10,161.81,161.93,160.54,160.67,27067600,1.04,0.08,0.09,0.01,-7.06,77.83,63.97,1.16,0.3,1.73,13.23
2018-05-11,161.66,162.04,160.95,161.62,24688800,-0.09,0.35,0.61,0.0,-8.79,76.44,63.49,1.42,0.52,1.8,12.65
2018-05-14,161.94,162.96,161.67,162.03,21821700,0.17,0.72,0.21,-0.0,-11.61,77.29,64.01,1.64,0.75,1.78,12.93
2018-05-15,160.14,160.74,159.29,160.66,49361600,-1.11,0.06,0.59,-0.0,126.2,60.62,58.21,1.64,0.92,1.43,14.63
2018-05-16,161.2,161.57,160.28,160.35,22941200,0.66,0.29,0.06,0.01,-53.52,65.71,60.48,1.71,1.08,1.25,13.42
2018-05-17,160.58,161.8,159.8,160.64,27480200,-0.38,0.58,0.39,-0.0,19.79,60.37,58.47,1.69,1.2,0.98,13.43
2018-05-18,159.75,160.51,159.51,159.96,26217900,-0.52,0.55,0.24,-0.0,-4.59,53.58,55.8,1.59,1.28,0.63,13.42
2018-05-21,160.65,161.7,159.96,160.99,22954600,0.56,0.41,0.4,-0.0,-12.45,59.35,58.03,1.57,1.34,0.46,13.08
2018-05-22,160.44,161.65,160.15,161.38,19477700,-0.13,0.18,0.19,-0.01,-15.15,57.4,57.3,1.52,1.37,0.29,13.22
2018-05-23,161.79,161.81,159.2,159.22,26557800,0.84,0.01,0.01,0.02,36.35,65.84,60.73,1.57,1.41,0.31,12.58
2018-05-24,161.75,162.03,160.11,161.75,27696500,-0.03,0.15,0.85,0.0,4.29,65.31,60.55,1.58,1.45,0.27,12.53
2018-05-25,161.91,162.49,161.42,161.73,27460500,0.1,0.54,0.29,0.0,-0.85,66.39,60.98,1.59,1.48,0.23,13.22
2018-05-29,161.19,162.1,160.23,161.17,41220500,-0.44,0.48,0.51,0.0,50.11,57.24,57.95,1.52,1.49,0.08,17.02
2018-05-30,162.35,162.63,161.43,161.77,22665800,0.72,0.24,0.29,0.0,-45.01,66.04,61.3,1.54,1.5,0.09,14.94
2018-05-31,162.24,163.32,161.82,162.35,35670900,-0.06,0.65,0.28,-0.0,57.38,64.63,60.82,1.54,1.51,0.06,15.43
2018-06-01,164.79,164.88,163.0,163.05,45543300,1.57,0.05,0.03,0.01,27.68,77.97,67.4,1.71,1.55,0.33,13.46
2018-06-04,166.28,166.31,165.1,165.21,20459600,0.9,0.03,0.09,0.01,-55.08,82.47,70.52,1.95,1.63,0.65,12.74
2018-06-05,166.79,167.07,166.06,166.67,24779300,0.31,0.27,0.6,0.0,21.11,83.81,71.53,2.16,1.73,0.85,12.4
2018-06-06,167.76,167.79,166.12,166.96,25036600,0.58,0.02,0.5,0.0,1.04,86.14,73.39,2.37,1.86,1.02,11.64
2018-06-07,166.4,167.83,165.56,167.79,39600300,-0.81,0.02,0.37,-0.01,58.17,69.73,66.8,2.4,1.97,0.87,12.13
2018-06-08,166.41,166.83,165.21,165.62,31780300,0.01,0.26,0.25,0.0,-19.75,69.77,66.82,2.4,2.06,0.69,12.18
2018-06-11,166.86,167.27,166.26,166.29,22319700,0.27,0.41,0.03,0.0,-29.77,72.14,67.92,2.41,2.13,0.57,12.35
2018-06-12,167.74,167.9,166.91,167.09,22511800,0.53,0.16,0.18,0.0,0.86,76.38,70.01,2.46,2.19,0.53,12.34
2018-06-13,167.73,168.99,167.35,167.99,37858600,-0.01,0.61,0.23,-0.0,68.17,76.23,69.96,2.47,2.25,0.44,12.94
2018-06-14,169.42,169.7,168.38,168.5,35916000,1.01,0.21,0.09,0.01,-5.13,83.01,73.79,2.58,2.32,0.53,12.12
2018-06-15,168.83,169.17,168.0,168.79,49615700,-0.35,0.29,0.67,0.0,38.14,74.39,70.42,2.59,2.37,0.45,11.98
2018-06-18,168.74,168.88,167.24,167.77,31633200,-0.06,0.09,0.32,0.01,-36.24,72.93,69.85,2.57,2.41,0.31,12.31
2018-06-19,168.26,168.3,166.07,166.6,38236000,-0.28,0.02,0.24,0.01,20.87,65.58,67.01,2.48,2.42,0.11,13.35
2018-06-20,169.45,170.15,168.88,169.03,33038000,0.71,0.55,0.12,0.0,-13.59,73.4,70.27,2.48,2.43,0.08,12.79
2018-06-21,167.98,170.05,167.66,169.88,43469400,-0.87,0.07,0.14,-0.01,31.57,55.33,62.12,2.33,2.41,-0.17,14.64
2018-06-22,167.61,168.61,167.01,168.54,30073200,-0.22,0.04,0.38,-0.01,-30.82,51.58,60.22,2.16,2.36,-0.41,13.77
2018-06-25,163.83,166.34,162.34,166.09,77799700,-2.25,0.06,0.37,-0.01,158.7,28.64,45.13,1.7,2.23,-1.06,17.33
2018-06-26,164.5,165.45,163.83,164.43,39008100,0.41,0.59,0.37,0.0,-49.86,34.65,47.64,1.37,2.06,-1.37,15.92
2018-06-27,162.26,165.94,162.15,165.2,52843500,-1.36,0.2,0.03,-0.02,35.47,26.08,40.92,0.92,1.83,-1.82,17.91
2018-06-28,163.66,164.21,161.73,162.06,46407700,0.86,0.22,0.13,0.01,-12.18,37.36,46.03,0.67,1.6,-1.86,16.85
2018-06-29,164.1,165.31,163.86,164.44,36408500,0.27,0.6,0.16,-0.0,-21.55,40.68,47.57,0.5,1.38,-1.76,16.09
2018-07-02,165.2,165.25,162.21,162.56,31770000,0.67,0.02,0.12,0.02,-12.74,48.64,51.31,0.45,1.19,-1.49,15.6
2018-07-03,163.29,165.82,163.12,165.82,25512700,-1.16,0.0,0.06,-0.02,-19.7,38.23,45.26,0.25,1.0,-1.51,16.14
2018-07-05,165.31,165.45,163.51,164.35,31626200,1.24,0.07,0.43,0.01,23.96,51.15,51.76,0.25,0.85,-1.2,14.97
2018-07-06,167.88,168.01,165.39,165.7,37005600,1.56,0.05,0.12,0.01,17.01,62.7,58.49,0.46,0.77,-0.63,13.37
2018-07-09,169.4,169.43,168.09,168.75,27362100,0.9,0.03,0.5,0.0,-26.06,67.9,61.85,0.74,0.77,-0.06,12.69
2018-07-10,169.52,169.9,168.94,169.71,23902500,0.07,0.2,0.6,-0.0,-12.64,68.33,62.12,0.95,0.8,0.3,12.64
2018-07-11,168.66,169.28,168.07,168.19,30280600,-0.51,0.51,0.1,0.0,26.68,61.74,58.99,1.04,0.85,0.38,13.63
2018-07-12,171.57,171.57,169.29,169.4,27930100,1.72,0.0,0.05,0.01,-7.76,72.27,65.35,1.34,0.95,0.77,12.58
2018-07-13,171.71,171.99,171.08,171.56,28049800,0.08,0.31,0.53,0.0,0.43,72.7,65.63,1.56,1.07,0.98,12.18
2018-07-16,171.3,172.03,171.01,171.75,21405300,-0.24,0.28,0.28,-0.0,-23.69,69.1,64.02,1.69,1.19,0.98,12.83
2018-07-17,172.34,172.7,169.48,169.48,31034100,0.61,0.11,0.0,0.02,44.98,73.05,66.28,1.85,1.32,1.05,12.06
2018-07-18,172.01,172.5,171.49,172.36,23220800,-0.19,0.14,0.52,-0.0,-25.18,69.8,64.91,1.93,1.45,0.96,12.1
2018-07-19,171.15,171.97,170.95,171.39,31094100,-0.5,0.57,0.2,-0.0,33.91,61.37,61.29,1.9,1.54,0.73,12.87
2018-07-20,171.12,172.24,170.92,171.67,35897300,-0.02,0.43,0.14,-0.0,15.45,60.99,61.13,1.85,1.6,0.51,12.86
2018-07-23,171.66,171.74,169.92,170.61,22184700,0.32,0.04,0.38,0.01,-38.2,64.65,62.65,1.84,1.65,0.38,12.62
2018-07-24,172.37,174.04,171.66,173.43,36900300,0.41,0.26,0.3,-0.01,66.33,69.04,64.6,1.86,1.69,0.35,12.41
2018-07-25,174.78,174.88,172.36,172.44,35026600,1.4,0.04,0.03,0.01,-5.08,79.28,70.27,2.05,1.76,0.58,12.29
2018-07-26,172.13,172.96,171.9,172.41,40873500,-1.52,0.52,0.22,-0.0,16.69,55.67,59.07,1.97,1.8,0.33,12.14
2018-07-27,169.81,173.33,168.83,173.22,59456100,-1.35,0.03,0.22,-0.02,45.46,42.67,51.33,1.69,1.78,-0.18,13.03
2018-07-30,167.41,169.91,166.6,169.82,60193000,-1.41,0.03,0.24,-0.01,1.24,33.3,44.81,1.27,1.68,-0.82,14.26
2018-07-31,168.69,169.34,167.13,168.07,47285100,0.77,0.29,0.42,0.0,-21.44,41.32,48.57,1.02,1.55,-1.05,12.83
2018-08-01,169.33,169.83,168.35,169.08,37101900,0.38,0.34,0.49,0.0,-21.54,45.17,50.39,0.87,1.41,-1.09,13.15
2018-08-02,171.63,171.83,168.06,168.13,47178200,1.36,0.05,0.02,0.02,27.16,57.01,56.37,0.92,1.31,-0.78,12.19
2018-08-03,172.16,172.17,171.2,171.96,28934400,0.31,0.01,0.78,0.0,-38.67,59.34,57.62,0.99,1.25,-0.51,11.64
2018-08-06,173.17,173.22,171.83,172.04,24808800,0.59,0.03,0.15,0.01,-14.26,63.77,60.01,1.12,1.22,-0.2,11.27
2018-08-07,173.8,174.13,173.29,173.66,29895700,0.36,0.39,0.44,0.0,20.5,66.43,61.46,1.26,1.23,0.06,10.93
2018-08-08,174.01,174.33,173.09,173.56,22680700,0.12,0.26,0.38,0.0,-24.13,67.36,61.96,1.37,1.26,0.22,10.85
2018-08-09,173.91,174.6,173.65,173.91,18852900,-0.06,0.73,0.27,0.0,-16.88,66.29,61.53,1.43,1.29,0.28,11.27
2018-08-10,172.58,173.25,171.93,172.73,33818500,-0.76,0.39,0.49,-0.0,79.38,53.69,56.25,1.36,1.31,0.1,13.16
2018-08-13,172.39,174.0,172.31,172.89,26089200,-0.11,0.66,0.05,-0.0,-22.86,52.03,55.52,1.27,1.3,-0.06,14.78
2018-08-14,173.47,173.67,172.12,173.05,20913000,0.63,0.13,0.6,0.0,-19.84,60.15,58.8,1.27,1.29,-0.04,13.31
2018-08-15,171.35,172.64,170.28,172.09,58528000,-1.22,0.23,0.45,-0.0,179.86,43.34,50.85,1.09,1.25,-0.33,14.64
2018-08-16,171.91,173.03,171.57,172.66,27711800,0.33,0.25,0.23,-0.0,-52.65,47.86,52.68,0.98,1.2,-0.44,13.45
2018-08-17,171.95,172.38,170.43,171.46,36092600,0.02,0.22,0.53,0.0,30.24,48.18,52.81,0.89,1.14,-0.5,12.64
2018-08-20,171.79,172.4,171.13,172.33,24939000,-0.09,0.05,0.53,-0.0,-30.9,46.81,52.2,0.79,1.07,-0.55,12.49
2018-08-21,172.43,173.46,172.21,172.31,26258700,0.37,0.82,0.08,0.0,5.29,53.21,54.53,0.76,1.0,-0.5,12.86
2018-08-22,173.09,173.3,171.84,172.06,18042400,0.39,0.14,0.15,0.01,-31.29,59.28,56.94,0.77,0.96,-0.37,12.25
2018-08-23,172.85,174.04,172.56,172.79,25776200,-0.14,0.81,0.15,0.0,42.86,56.13,55.76,0.76,0.92,-0.32,12.41
2018-08-24,174.45,174.6,173.38,173.42,23136100,0.93,0.12,0.03,0.01,-10.24,68.68,61.33,0.87,0.91,-0.08,11.99
2018-08-27,176.23,176.23,175.05,175.33,29343600,1.02,0.0,0.24,0.01,26.83,77.13,66.37,1.08,0.94,0.28,12.16
2018-08-28,176.49,176.88,176.12,176.7,20277000,0.15,0.24,0.49,-0.0,-30.9,78.13,67.05,1.26,1.01,0.51,12.5
2018-08-29,178.53,178.62,176.73,176.79,29175600,1.15,0.05,0.04,0.01,43.89,84.4,71.83,1.55,1.12,0.87,12.25
2018-08-30,178.21,179.27,177.62,178.18,29315500,-0.18,0.64,0.34,0.0,0.48,80.24,70.13,1.73,1.24,0.99,13.53
2018-08-31,178.44,178.95,177.8,177.99,28653200,0.13,0.44,0.17,0.0,-2.26,81.04,70.67,1.87,1.37,1.02,12.86
2018-09-04,177.67,178.2,176.72,177.89,29063500,-0.43,0.21,0.65,-0.0,1.43,70.09,66.34,1.9,1.47,0.86,13.16
2018-09-05,175.38,177.39,174.78,177.36,42623300,-1.29,0.01,0.23,-0.01,46.66,47.6,55.38,1.72,1.52,0.39,13.91
2018-09-06,173.81,175.67,172.64,175.46,46091400,-0.89,0.07,0.39,-0.01,8.14,37.9,49.37,1.43,1.5,-0.14,14.65
2018-09-07,173.14,174.63,172.5,172.56,46629500,-0.39,0.7,0.03,0.0,1.17,34.41,47.03,1.14,1.43,-0.59,14.88
2018-09-10,173.73,174.23,172.78,174.14,26132000,0.34,0.07,0.65,-0.0,-43.96,40.03,49.29,0.94,1.33,-0.79,14.16
2018-09-11,175.06,175.35,172.58,173.03,30116500,0.77,0.1,0.16,0.01,15.25,51.21,54.13,0.88,1.24,-0.72,13.22
2018-09-12,174.55,174.93,173.05,174.81,36204000,-0.29,0.07,0.8,-0.0,20.21,47.25,52.06,0.78,1.15,-0.73,13.14
2018-09-13,176.41,176.75,175.56,175.64,31133200,1.07,0.28,0.06,0.0,-14.01,60.22,58.25,0.85,1.09,-0.49,12.37
2018-09-14,175.9,176.81,175.2,176.54,31224100,-0.29,0.17,0.43,-0.0,0.29,55.79,56.09,0.85,1.04,-0.39,12.07
2018-09-17,173.36,175.72,173.2,175.6,33071200,-1.44,0.05,0.06,-0.01,5.92,39.25,46.9,0.63,0.96,-0.65,13.68
2018-09-18,174.8,175.65,173.42,173.51,31877300,0.83,0.38,0.04,0.01,-3.61,49.19,51.72,0.57,0.88,-0.62,12.79
2018-09-19,174.66,175.24,173.53,174.83,31843400,-0.08,0.24,0.66,-0.0,-0.11,48.33,51.26,0.51,0.81,-0.6,11.75
2018-09-20,176.59,176.83,175.45,175.87,33295800,1.11,0.17,0.3,0.0,4.56,60.1,57.26,0.61,0.77,-0.32,11.8
2018-09-21,175.63,177.32,175.41,177.07,38605400,-0.55,0.13,0.12,-0.01,15.95,53.05,53.7,0.6,0.74,-0.27,11.68
2018-09-24,176.12,176.18,173.64,174.35,34945600,0.28,0.03,0.28,0.01,-9.48,56.09,55.22,0.63,0.71,-0.17,12.2
2018-09-25,176.36,176.49,175.44,176.04,25277500,0.14,0.13,0.57,0.0,-27.67,57.66,55.98,0.66,0.7,-0.08,12.42
2018-09-26,176.48,178.13,176.14,176.51,36210600,0.07,0.81,0.17,-0.0,43.25,58.56,56.39,0.69,0.7,-0.02,12.89
2018-09-27,177.97,178.61,177.1,177.2,33113300,0.85,0.42,0.06,0.0,-8.55,68.04,61.13,0.82,0.73,0.2,12.41
2018-09-28,177.94,178.41,177.15,177.48,28076800,-0.02,0.37,0.26,0.0,-15.21,67.58,60.95,0.92,0.76,0.3,12.12
2018-10-01,178.3,179.6,177.85,178.97,27371300,0.2,0.36,0.26,-0.0,-2.51,69.85,62.11,1.01,0.81,0.39,12.0
2018-10-02,177.9,179.27,177.49,178.15,25618600,-0.23,0.63,0.23,-0.0,-6.4,64.06,59.99,1.03,0.86,0.35,12.05
2018-10-03,178.09,179.07,177.81,178.65,29128700,0.11,0.34,0.22,-0.0,13.7,65.64,60.68,1.06,0.9,0.32,11.61
2018-10-04,174.67,177.49,173.41,177.37,80557300,-1.92,0.03,0.31,-0.02,176.56,34.25,45.59,0.79,0.88,-0.17,14.22
2018-10-05,172.53,175.24,170.89,174.65,83325600,-1.22,0.13,0.38,-0.01,3.44,25.4,39.06,0.41,0.78,-0.75,14.82
2018-10-08,171.48,173.0,169.45,171.93,66864500,-0.61,0.3,0.57,-0.0,-19.76,22.11,36.3,0.01,0.63,-1.23,15.69
2018-10-09,172.04,173.37,171.19,171.61,49097900,0.32,0.61,0.19,0.0,-26.57,27.86,38.76,-0.25,0.45,-1.4,15.95
2018-10-10,164.47,171.07,164.25,170.96,114471100,-4.4,0.02,0.03,-0.04,133.15,12.82,24.74,-1.06,0.15,-2.41,22.96
2018-10-11,162.43,166.07,160.72,163.79,143084500,-1.24,0.43,0.32,-0.01,25.0,10.96,22.39,-1.84,-0.25,-3.18,24.98
2018-10-12,166.95,167.47,163.7,166.81,102078400,2.78,0.14,0.82,0.0,-28.66,35.25,36.74,-2.07,-0.61,-2.92,21.31
2018-10-15,164.93,166.68,164.31,166.37,64885300,-1.21,0.13,0.26,-0.01,-36.44,30.86,33.74,-2.39,-0.97,-2.84,21.3
2018-10-16,169.73,170.14,166.36,166.66,71979700,2.91,0.11,0.08,0.02,10.93,48.6,45.19,-2.23,-1.22,-2.02,17.62
2018-10-17,169.8,170.72,168.05,170.55,66987600,0.04,0.06,0.65,-0.0,-6.94,48.81,45.33,-2.07,-1.39,-1.37,17.4
2018-10-18,165.86,169.21,165.15,169.15,82486200,-2.32,0.01,0.17,-0.02,23.14,37.98,38.94,-2.24,-1.56,-1.36,20.06
2018-10-19,165.71,168.63,165.1,167.2,82923700,-0.09,0.4,0.17,-0.01,0.53,37.6,38.71,-2.36,-1.72,-1.28,19.89
2018-10-22,166.56,167.84,165.29,166.7,52909300,0.51,0.45,0.5,-0.0,-36.2,41.4,40.8,-2.36,-1.85,-1.02,19.64
2018-10-23,165.95,166.77,161.68,163.43,77567000,-0.37,0.16,0.34,0.02,46.6,39.39,39.75,-2.38,-1.95,-0.85,20.71
2018-10-24,158.35,166.03,158.06,165.75,102997400,-4.58,0.03,0.04,-0.04,32.79,23.14,29.62,-2.97,-2.16,-1.63,25.23
2018-10-25,163.83,164.81,160.09,160.81,83481100,3.46,0.21,0.15,0.02,-18.95,42.94,41.25,-2.97,-2.32,-1.3,24.22
2018-10-26,159.62,162.78,157.29,158.22,130970900,-2.57,0.58,0.17,0.01,56.89,34.88,36.28,-3.27,-2.51,-1.51,24.16
2018-10-29,156.33,162.68,153.32,162.06,111871900,-2.06,0.07,0.32,-0.04,-14.58,29.79,32.95,-3.72,-2.75,-1.95,24.7
2018-10-30,158.91,159.02,155.16,155.87,92584000,1.65,0.03,0.18,0.02,-17.24,38.06,37.78,-3.84,-2.97,-1.73,23.35
2018-10-31,162.64,164.01,161.42,161.49,73828600,2.35,0.53,0.03,0.01,-20.26,48.35,44.06,-3.58,-3.09,-0.98,21.23
2018-11-01,164.79,164.96,161.65,162.88,52706800,1.32,0.05,0.37,0.01,-28.61,53.52,47.35,-3.17,-3.11,-0.13,19.34
2018-11-02,162.22,165.26,161.11,164.28,75966800,-1.56,0.24,0.27,-0.01,44.13,46.96,44.02,-3.02,-3.09,0.14,19.51
2018-11-05,161.82,162.49,160.02,162.43,39573500,-0.25,0.02,0.73,-0.0,-47.91,45.93,43.5,-2.89,-3.05,0.31,19.96
2018-11-06,163.04,163.95,161.59,161.83,34410400,0.76,0.38,0.1,0.01,-13.05,49.84,45.6,-2.67,-2.97,0.61,19.91
2018-11-07,168.16,168.16,164.6,165.0,51169600,3.14,0.0,0.11,0.02,48.7,62.9,53.37,-2.05,-2.79,1.48,16.36
2018-11-08,167.09,167.89,166.29,167.37,40296500,-0.64,0.32,0.5,-0.0,-21.25,59.13,51.71,-1.63,-2.56,1.85,16.72
2018-11-09,164.27,165.93,162.97,165.52,50602700,-1.69,0.14,0.44,-0.01,25.58,49.97,47.5,-1.51,-2.35,1.68,17.36
2018-11-12,159.3,163.43,159.16,163.12,62578400,-3.03,0.07,0.03,-0.02,23.67,37.87,41.15,-1.79,-2.24,0.89,20.45
2018-11-13,159.43,162.32,158.98,160.05,64128100,0.08,0.68,0.14,-0.0,2.48,38.34,41.38,-1.98,-2.18,0.41,20.02
2018-11-14,158.22,161.57,157.31,161.01,75270700,-0.76,0.13,0.21,-0.02,17.38,35.5,39.87,-2.2,-2.19,-0.03,21.25
2018-11-15,160.98,161.42,156.55,157.93,73254300,1.75,0.09,0.28,0.02,-2.68,46.1,44.8,-2.13,-2.18,0.09,19.98
2018-11-16,160.42,161.2,158.77,159.41,65390700,-0.35,0.32,0.26,0.01,-10.73,44.37,44.01,-2.1,-2.16,0.13,18.14
2018-11-19,155.21,159.84,154.71,159.65,67280500,-3.25,0.04,0.1,-0.03,2.89,31.57,37.43,-2.46,-2.22,-0.48,20.1
2018-11-20,152.43,154.56,150.49,151.68,102652800,-1.79,0.52,0.29,0.0,52.57,26.77,34.47,-2.94,-2.37,-1.15,22.48
2018-11-21,153.59,155.12,152.5,154.53,42965800,0.76,0.23,0.42,-0.01,-58.14,31.82,36.72,-3.19,-2.53,-1.32,20.8
2018-11-23,152.48,154.04,152.37,152.37,23503700,-0.72,0.93,0.0,0.0,-45.3,29.54,35.46,-3.44,-2.71,-1.45,21.52
2018-11-26,156.0,156.08,153.96,154.62,42012600,2.31,0.04,0.31,0.01,78.75,44.3,42.21,-3.31,-2.83,-0.96,18.9
2018-11-27,156.53,156.92,154.37,155.15,36608100,0.34,0.15,0.31,0.01,-12.86,46.26,43.17,-3.13,-2.89,-0.48,19.02
2018-11-28,161.57,161.57,156.56,157.66,70141000,3.22,0.0,0.22,0.02,91.6,61.42,51.45,-2.56,-2.83,0.54,18.49
2018-11-29,161.04,162.11,159.77,160.89,44885700,-0.33,0.45,0.48,0.0,-36.01,59.38,50.62,-2.12,-2.68,1.13,18.79
2018-11-30,162.21,162.31,160.46,161.26,36722800,0.73,0.05,0.44,0.01,-18.19,62.6,52.45,-1.66,-2.48,1.65,18.07
2018-12-03,165.05,165.98,162.34,165.79,50771700,1.75,0.05,0.74,-0.0,38.26,69.45,56.66,-1.05,-2.19,2.29,16.44
2018-12-04,158.71,164.64,158.52,164.18,70594700,-3.84,0.08,0.03,-0.03,39.04,47.01,46.72,-1.07,-1.97,1.8,20.74
2018-12-06,159.84,159.85,154.93,155.52,71715500,0.71,0.0,0.12,0.03,1.59,50.32,48.45,-0.98,-1.77,1.58,21.19
2018-12-07,154.56,160.06,154.06,159.14,80432200,-3.3,0.15,0.08,-0.03,12.15,37.45,41.62,-1.32,-1.68,0.72,23.23
2018-12-10,156.18,156.86,152.67,154.27,73960800,1.05,0.16,0.38,0.01,-8.05,42.7,44.21,-1.44,-1.63,0.38,22.64
2018-12-11,156.69,158.76,155.37,158.72,59058300,0.33,0.01,0.39,-0.01,-20.15,44.43,45.06,-1.48,-1.6,0.24,21.76
2018-12-12,158.07,160.52,157.99,158.98,53780000,0.88,0.61,0.03,-0.01,-8.94,49.22,47.34,-1.38,-1.56,0.35,21.46
2018-12-13,158.12,159.77,157.1,159.11,46378500,0.03,0.25,0.38,-0.01,-13.76,49.4,47.42,-1.29,-1.5,0.43,20.65
2018-12-14,154.27,156.89,153.91,156.31,56547400,-2.43,0.19,0.12,-0.01,21.93,37.24,41.81,-1.51,-1.51,-0.0,21.63
2018-12-17,150.78,154.84,149.57,153.61,74834100,-2.27,0.23,0.23,-0.02,32.34,29.54,37.47,-1.94,-1.59,-0.7,24.52
2018-12-18,151.72,153.19,150.4,151.94,63642100,0.63,0.45,0.47,-0.0,-14.96,33.87,39.31,-2.18,-1.71,-0.94,25.58
2018-12-19,148.0,153.93,146.86,151.49,81856500,-2.46,0.34,0.16,-0.02,28.62,26.43,34.96,-2.64,-1.9,-1.49,25.58
2018-12-20,145.85,149.28,144.03,147.63,99002100,-1.45,0.31,0.35,-0.01,20.95,23.03,32.72,-3.14,-2.15,-2.0,28.38
2018-12-21,141.33,147.58,140.52,146.58,141129400,-3.1,0.14,0.12,-0.04,42.55,17.5,28.56,-3.86,-2.49,-2.75,30.11
2018-12-24,137.83,142.13,137.79,140.31,56163300,-2.48,0.42,0.01,-0.02,-60.2,14.38,25.82,-4.66,-2.92,-3.47,36.07
2018-12-26,146.43,146.51,138.39,139.34,98982100,6.24,0.01,0.12,0.05,76.24,43.34,40.83,-4.55,-3.25,-2.6,30.41
2018-12-27,147.0,147.12,141.27,144.43,85824300,0.39,0.02,0.54,0.02,-13.29,44.78,41.67,-4.36,-3.47,-1.78,29.96
2018-12-28,146.92,149.44,145.72,148.06,77856600,-0.05,0.37,0.32,-0.01,-9.28,44.6,41.58,-4.17,-3.61,-1.12,28.34
2018-12-31,148.16,148.85,146.67,148.36,53015300,0.84,0.22,0.68,-0.0,-31.91,48.47,43.6,-3.88,-3.66,-0.42,25.42
2019-01-02,148.76,149.59,144.92,145.02,58576700,0.4,0.18,0.02,0.03,10.49,50.41,44.6,-3.55,-3.64,0.18,23.22
2019-01-03,143.9,147.2,143.58,146.57,74820200,-3.27,0.18,0.09,-0.02,27.73,37.1,38.63,-3.65,-3.64,-0.01,25.45
2019-01-04,150.05,150.79,145.74,146.32,74709300,4.28,0.15,0.11,0.03,-0.15,54.76,48.1,-3.19,-3.55,0.73,21.38
2019-01-07,151.84,152.58,149.94,150.43,52059300,1.19,0.28,0.19,0.01,-30.32,58.68,50.49,-2.65,-3.37,1.44,21.4
2019-01-08,153.21,153.78,150.99,153.23,49388700,0.9,0.2,0.8,-0.0,-5.13,61.67,52.31,-2.09,-3.11,2.05,20.47
2019-01-09,154.46,155.13,153.17,153.81,46491700,0.81,0.34,0.33,0.0,-5.87,64.39,53.96,-1.53,-2.8,2.54,19.98
2019-01-10,154.9,154.99,152.43,153.29,38943400,0.29,0.03,0.34,0.01,-16.24,65.41,54.56,-1.03,-2.44,2.82,19.5
2019-01-11,154.34,154.5,153.47,153.99,30176600,-0.37,0.16,0.5,0.0,-22.51,62.73,53.6,-0.68,-2.09,2.83,18.19
2019-01-14,152.97,153.64,152.32,153.03,30710200,-0.88,0.46,0.5,-0.0,1.77,56.26,51.25,-0.5,-1.77,2.54,19.07
2019-01-15,155.96,156.17,153.59,153.68,40874200,1.95,0.08,0.03,0.01,33.1,65.38,55.82,-0.12,-1.44,2.64,18.6
2019-01-16,155.93,157.31,155.87,156.22,33812200,-0.02,0.76,0.04,-0.0,-17.28,65.23,55.76,0.18,-1.12,2.59,19.04
2019-01-17,157.16,157.86,155.18,155.43,39329000,0.79,0.26,0.09,0.01,16.32,68.86,57.66,0.51,-0.79,2.6,18.06
2019-01-18,158.72,159.46,157.34,158.27,57183200,0.99,0.35,0.44,0.0,45.4,73.02,59.99,0.88,-0.46,2.68,17.8
2019-01-22,155.54,157.65,154.4,157.57,56711700,-2.0,0.02,0.35,-0.01,-0.82,55.39,53.5,0.92,-0.18,2.2,20.8
2019-01-23,155.74,157.05,153.98,156.34,38106100,0.13,0.23,0.57,-0.0,-32.81,56.17,53.84,0.95,0.04,1.81,19.52
2019-01-24,156.75,156.98,155.65,156.25,32417800,0.65,0.17,0.45,0.0,-14.93,60.24,55.6,1.04,0.24,1.59,18.89
2019-01-25,158.62,159.1,157.47,158.01,36515900,1.19,0.29,0.33,0.0,12.64,66.91,58.73,1.25,0.44,1.61,17.42
2019-01-28,156.66,156.67,155.36,156.58,33491200,-1.24,0.01,0.93,0.0,-8.28,55.54,54.4,1.24,0.6,1.28,18.87
2019-01-29,155.18,156.79,154.63,156.75,30784200,-0.94,0.02,0.26,-0.01,-8.08,48.32,51.33,1.11,0.7,0.81,19.13
2019-01-30,159.13,159.71,156.45,156.94,41346500,2.54,0.18,0.15,0.01,34.31,63.22,58.13,1.3,0.82,0.96,17.66
2019-01-31,161.51,162.31,159.89,160.11,37258400,1.5,0.33,0.09,0.01,-9.89,69.42,61.62,1.63,0.99,1.29,16.57
2019-02-01,160.83,161.94,160.39,160.72,32143700,-0.42,0.71,0.21,0.0,-13.73,65.72,60.08,1.82,1.15,1.33,16.14
